Track_URI,Track_Name,Album_Name,Artist_Name(s),Release_Date,Duration_ms,Popularity,Explicit,Added_By,Added_At,Genres,Record_Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature
spotify:track:eAs5BNHlWVnFtGgsLJjjVW,Sur 243,Yo Yo Honey Singh Is Back,Prabh Deep,7/23/24,142807,78,TRUE,desi_hip_hop_fan,2023-08-26T16:30:41Z,"telugu pop,tollywood,telugu hip hop,desi pop",Mudi Music,0.646,0.534,11,-11.498,1,0.189,0.85624,0,0.306,0.754,182.677,4
spotify:track:OiCrYmPpZbAxITXMBqejS6,Dil 244,Yo Yo Honey Singh Is Back,"Asha Bhosle, R.D. Burman",8/25/21,306348,5,FALSE,music_streamer,2025-06-17T07:17:38Z,"rap,desi hip hop,punjabi rap,hindi rap",Muve Music,0.64,0.247,0,-6.685,1,0.215,0.43812,0.142,0.134,0.775,101.927,5
spotify:track:pJVqGsbVeWSt04B2lDCuQR,Khwab 245,Mastizaade,A.R. Rahman,11/11/17,376469,95,TRUE,dj_mixer,2021-07-28T03:41:26Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Bhushan Kumar,0.52,0.845,0,-4.188,0,0.365,0.51226,0.008,0.996,0.964,189.693,4
spotify:track:fIgjF0JDOleQYC39julJCW,Track 246: Electric,Happier Than Ever,"Taylor Swift, Ed Sheeran",4/17/23,286700,2,FALSE,music_blogger,2023-04-18T00:39:53Z,"pop,hip-hop,r&b,electronic",T-Series,0.492,0.207,5,-9.447,1,0.342,0.58438,0.384,0.654,0.28,181.444,4
spotify:track:bL0WH7utomsAq6nwi3BZxB,Track 247: Golden,Midnights,Bad Bunny,5/6/23,447927,26,FALSE,,2020-07-20T14:28:25Z,"pop,hip-hop,r&b,electronic",Sony Music,0.349,0.817,9,-4.412,0,0.388,0.5067,0,0.163,0.289,200.511,5
spotify:track:gCaXy1v6ZA0s9fNyD6rOui,Raag 248,Bhairava Dweepam,"Shreya Ghoshal, R.D. Burman, Sachin-Jigar",10/16/17,152986,72,TRUE,producer,2021-06-08T16:09:08Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Divine Music,0.721,0.81,0,-7.249,0,0.347,0.66095,0.186,0.823,0.477,77.942,5
spotify:track:zx0MbbbDTizHVSkgvnAe8C,Track 249: Electric,Midnights,Post Malone,8/28/19,341399,56,TRUE,playlist_curator,2020-01-03T09:30:30Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.875,0.405,5,-6.467,1,0.383,0.66843,0.048,0.749,0.867,81.406,3
spotify:track:2golOu8PGJ2ViAOJ5c4xcm,Pyaar 250,Besharam Rang,Vishal-Shekhar,1/16/17,67508,18,TRUE,playlist_curator,2022-09-01T05:25:20Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Desi Beats,0.209,0.585,5,-12.559,1,0.181,0.21484,0.311,0.118,0.351,172.962,4
spotify:track:PPvGdwN7hoCgIs2tB9f1Fy,Sur 251,Lagaan,Himesh Reshammiya,7/22/25,327861,24,TRUE,dj_mixer,2022-06-27T00:12:46Z,"rap,desi hip hop,punjabi rap,hindi rap",Indie Records,0.758,0.62,2,-7.683,0,0.32,0.36266,0,0.374,0.19,76.502,5
spotify:track:d8yyGADtSseRPmTKeUiDj8,Track 252: Neon,Certified Lover Boy,Rihanna,12/13/25,187120,50,TRUE,playlist_curator,2024-09-12T12:37:12Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.386,0.48,3,-2.476,1,0.056,0.40144,0,0.206,0.228,94.075,4
spotify:track:BYHLj2US26cZpMAkS1EsGf,Sur 253,Padmaavat,Neha Kakkar,3/17/23,376311,76,FALSE,,2022-09-15T21:31:53Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Divine Music,0.726,0.546,0,-6.705,1,0.337,0.73244,0.452,0.42,0.853,207.294,3
spotify:track:WRIZxG5xLKX7JhVwP4AyUv,Sukoon 254,Mastizaade,"Prabh Deep, Dabboo Malik, Vishal-Shekhar",11/3/23,290815,58,TRUE,,2024-06-21T20:47:49Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Outlaw Productions,0.524,0.926,3,-7.63,0,0.252,0.32896,0.146,0.802,0.756,185.909,4
spotify:track:qXmVHtyvY01uMTZoZgSNtE,Raag 255,Dilwale,"Stebin Ben, Dabboo Malik, Sunidhi Chauhan",2/1/17,456657,48,TRUE,discover_weekly,2022-12-20T22:31:22Z,"rap,desi hip hop,punjabi rap,hindi rap",T-Series,0.453,0.55,5,-5.188,0,0.129,0.11148,0.291,0.757,0.584,113.675,5
spotify:track:SHy5g7Y3sJf9BcHPqEZ8po,Tarang 256,Vikram,Sidhu Moose Wala,4/7/22,173229,18,TRUE,desi_hip_hop_fan,2023-04-30T07:01:54Z,"ghazal,sufi,classical,devotional,qawwali",Mudi Music,0.659,0.87,6,-7.768,0,0.165,0.8479,0.29,0.747,0.736,207.107,4
spotify:track:pHh8WFDtYLSSNI9CJdMEB7,Raah 257,Gully Boy,"Dabboo Malik, Shreya Ghoshal",12/2/16,71594,71,FALSE,radio_listener,2020-08-23T11:30:55Z,"telugu pop,tollywood,telugu hip hop,desi pop",Saregama India Ltd,0.73,0.251,5,-14.15,1,0.228,0.94735,0.364,0.431,0.788,71.337,4
spotify:track:HQtaLSwh8MGTTpLVllOEhf,Tarang 258,Roja,"Neha Kakkar, Jubin Nautiyal",8/11/25,271579,73,FALSE,,2024-07-27T12:44:30Z,"ghazal,sufi,classical,devotional,qawwali",Divine Music,0.304,0.475,1,-10.954,0,0.283,0.87906,0,0.261,0.281,106.192,5
spotify:track:Qfa9ausXJxekNEH8gQjxkB,Dil 259,Padmaavat,"Big Dhamma, Shashwat Sachdev",6/27/24,464741,22,TRUE,music_fan_india,2024-12-28T00:39:02Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",T-Series,0.901,0.911,1,-4.506,1,0.374,0.10777,0,0.9,0.548,146.561,5
spotify:track:IuwoYlzw45Y4R0gGPtGJGy,Track 260: Neon,Certified Lover Boy,"Lady Gaga, Kendrick Lamar",2/15/21,397221,25,FALSE,discover_weekly,2023-08-05T04:28:48Z,"pop,hip-hop,r&b,electronic",Young Money,0.349,0.955,6,-9.745,1,0.033,0.02383,0.052,0.61,0.375,208.766,4
spotify:track:UJktcb7xvHZQAF0FQcnCln,Track 261: Electric,Midnights,Eminem,8/4/18,98253,91,TRUE,music_blogger,2025-07-21T06:36:40Z,"pop,hip-hop,r&b,electronic",Sony Music,0.66,0.236,6,-12.322,0,0.37,0.00474,0.12,0.984,0.988,182.252,4
spotify:track:2AJ1Mm2TqQzzr3YELMyRBP,Track 262: Midnight,Midnights,"The Weeknd, Drake",7/2/17,96975,81,TRUE,playlist_curator,2021-04-17T05:57:50Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.566,0.347,5,-12.824,1,0.382,0.71502,0.348,0.536,0.356,141.217,3
spotify:track:GcDgcyfReBwTBVPF8VScaj,Track 263: Neon,Midnights,"Rihanna, Bad Bunny",8/21/24,191492,22,FALSE,,2025-03-07T06:57:41Z,"pop,hip-hop,r&b,electronic",Epic Records,0.242,0.504,4,-8.427,0,0.074,0.19434,0.329,0.025,0.496,184.948,5
spotify:track:bSStc3QaadyJ1VcHbZDJxQ,Pyaar 264,Party All Night,"Pritam, A.R. Rahman, Shreya Ghoshal",5/4/19,295757,95,TRUE,producer,2025-07-02T19:16:22Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Outlaw Productions,0.935,0.709,7,-3.047,0,0.182,0.87944,0.112,0.637,0.257,204.779,4
spotify:track:z209hMmz2CC7CuPiGpSJ6T,Track 265: Midnight,Happier Than Ever,"SZA, The Weeknd",10/17/23,384469,46,FALSE,,2024-07-30T11:41:19Z,"pop,hip-hop,r&b,electronic",Interscope Records,0.36,0.313,1,-7.943,1,0.12,0.83289,0.387,0.051,0.295,138.271,3
spotify:track:qUIjyWmzD1i5t5LT2PWfa1,Tarang 266,Yo Yo Honey Singh Is Back,"Flipperachi, Shankar-Ehsaan-Loy, Big Dhamma",8/5/15,233805,11,FALSE,desi_hip_hop_fan,2024-01-01T06:47:09Z,"remixes,edm,desi house,electronic",Universal Music India,0.918,0.446,1,-10.282,1,0.233,0.82825,0,0.29,0.191,139.902,3
spotify:track:Q48PjBUixxkbQY5Kl386J2,Sur 267,Kabali,R.D. Burman,12/15/15,253969,8,TRUE,playlist_curator,2021-07-06T19:19:43Z,"arabic hip hop,khaleeji,desi,desert pop",Eros Entertainment,0.495,0.32,10,-12.437,1,0.117,0.79278,0.393,0.603,0.819,52.553,5
spotify:track:E4dotBAcUVCeIi8MTbx4xc,Sukoon 268,Bombay,Alka Yagnik,7/15/22,201706,89,FALSE,music_fan_india,2023-10-06T11:51:32Z,"hindi pop,bollywood,indie pop,desi pop",Eros Entertainment,0.84,0.827,6,-5.805,0,0.377,0.71912,0.276,0.282,0.175,121.98,5
spotify:track:keJofeSTv4eK78NuPLdi45,Pyaar 269,Yo Yo Honey Singh Is Back,"Shreya Ghoshal, Nucleya, Anirudh Ravichander",1/30/17,108079,91,TRUE,,2020-01-16T13:50:43Z,"rap,desi hip hop,punjabi rap,hindi rap",Sony Music Entertainment India Pvt. Ltd.,0.375,0.24,1,-9.97,0,0.19,0.1973,0,0.469,0.758,144.69,3
spotify:track:Vl0UoyZszNnpvoa3QrjdE3,Khwab 270,Bhairava Dweepam,"Yo Yo Honey Singh, Sidhu Moose Wala, Shankar-Ehsaan-Loy",9/5/15,384977,96,FALSE,radio_listener,2020-11-23T21:48:57Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Sony Music Entertainment India Pvt. Ltd.,0.737,0.21,11,-6.231,1,0.235,0.91633,0,0.569,0.754,101.05,4
spotify:track:lKcvCC508C3CiUAbit9Nya,Track 271: Golden,Happier Than Ever,"Post Malone, Justin Bieber",11/16/23,406959,22,TRUE,radio_listener,2022-01-23T06:06:01Z,"pop,hip-hop,r&b,electronic",Aftermath,0.493,0.32,5,-12.429,1,0.157,0.30352,0.478,0.228,0.538,165.797,4
spotify:track:uDro6XzatjNQAhirSY1w8d,Pyaar 272,Besharam Rang,Prabh Deep,1/6/20,253991,53,TRUE,,2022-05-07T10:44:14Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Zee Music,0.883,0.922,10,-3.095,1,0.315,0.555,0.289,0.698,0.912,204.476,5
spotify:track:t2xjtGC36TeylVSwWDnawM,Sur 273,Puthiya Mukham,Dabboo Malik,4/20/21,136609,100,FALSE,music_fan_india,2023-08-03T15:20:38Z,"indie pop,desi indie,alternative,experimental",Universal Music India,0.862,0.36,10,-12.553,0,0.118,0.06056,0.442,0.248,0.438,162.103,3
spotify:track:C4jMIKVgqrRCkh7h1IwtSI,Tarang 274,Dil Se,A.R. Rahman,1/19/22,287677,82,FALSE,,2024-06-08T05:20:39Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",T-Series,0.827,0.228,4,-10.788,0,0.353,0.05586,0,0.497,0.934,72.386,3
spotify:track:EHGNyjZYBh4qoNId0ncnoj,Tarang 275,Jab Tak Hai Jaan,"Dabboo Malik, Sidhu Moose Wala, Alka Yagnik",10/5/24,132180,64,FALSE,bollywood_lover,2023-08-15T12:48:40Z,"telugu pop,tollywood,telugu hip hop,desi pop",Saregama India Ltd,0.703,0.215,4,-8.601,1,0.22,0.04013,0,0.23,0.542,105.901,3
spotify:track:MqxyZUpm3yOCB7PVmgyg5m,Dil 276,3 Idiots,"Nucleya, Pritam",7/9/23,358952,94,FALSE,radio_listener,2022-05-27T18:52:19Z,"hindi pop,bollywood,indie pop,desi pop",Sony Music Entertainment India Pvt. Ltd.,0.471,0.243,10,-12.012,1,0.087,0.02381,0,0.86,0.286,201.487,4
spotify:track:XP6egabdaraBT7gwO8TxrO,Track 277: Neon,Midnights,"Dua Lipa, Ed Sheeran",5/3/18,463934,4,TRUE,playlist_curator,2023-05-22T04:16:29Z,"pop,hip-hop,r&b,electronic",Aftermath,0.898,0.91,3,-13.436,0,0.352,0.93204,0,0.086,0.311,189.167,5
spotify:track:nyxcACka3O72SSmqP7lQY9,Pyaar 278,Vikram,"Sunidhi Chauhan, Badshah",6/30/15,355285,55,FALSE,desi_hip_hop_fan,2022-08-06T22:54:47Z,"ghazal,sufi,classical,devotional,qawwali",YRF Music,0.235,0.491,9,-10.225,1,0.218,0.37327,0,0.321,0.675,115.12,5
spotify:track:wAL2uwCU1kcF1MLHZjXiYm,Sur 279,Thuppaki Munai,"Stebin Ben, Arijit Singh",10/10/22,267801,10,FALSE,audiophile,2021-04-03T16:34:02Z,"indie pop,desi indie,alternative,experimental",Outlaw Productions,0.59,0.66,4,-2.851,0,0.296,0.68401,0.394,0.117,0.759,177.506,5
spotify:track:oNjRUS38XE4RtUsmN6lbsm,Track 280: Neon,Happier Than Ever,"Bad Bunny, Ed Sheeran",4/13/24,466883,87,TRUE,bollywood_lover,2020-10-01T08:28:07Z,"pop,hip-hop,r&b,electronic",Saregama,0.516,0.486,6,-14.863,1,0.137,0.37492,0.152,0.635,0.634,158.659,3
spotify:track:AK26Q9x7VfpfpZNfxuLDuI,Tarang 281,Vikram,"Badshah, Himesh Reshammiya",11/23/22,296558,27,FALSE,bollywood_lover,2021-01-23T00:43:08Z,"bangla pop,bengali hip hop,desi pop,indian indie",Indie Records,0.645,0.74,0,-2.838,1,0.028,0.18123,0.137,0.801,0.582,165.893,4
spotify:track:ugjZmEaWY4VclvQ0oBR4gi,Dil 282,Dil Se,"Prabh Deep, Shankar-Ehsaan-Loy, Big Dhamma",4/21/23,377302,72,TRUE,,2024-11-29T15:23:50Z,"indie pop,desi indie,alternative,experimental",Sony Music Entertainment India Pvt. Ltd.,0.724,0.216,8,-3.33,1,0.254,0.10633,0.237,0.436,0.732,60.71,3
spotify:track:kJPB9xqeWlzIojiRadWgPK,Raah 283,Padmaavat,"Stebin Ben, Kaam Bhaari, Asha Bhosle",2/6/15,219039,17,FALSE,,2022-09-25T15:51:13Z,"hindi pop,bollywood,indie pop,desi pop",Mudi Music,0.342,0.58,7,-12.216,0,0.155,0.6334,0,0.146,0.214,131.579,3
spotify:track:6ZzUctylTxBZn4D6Fz2NoG,Tarang 284,Roja,Pritam,7/29/20,465326,9,FALSE,music_streamer,2020-05-06T13:04:35Z,"bollywood,pop,desi,indie",Divine Music,0.264,0.913,2,-4.952,0,0.148,0.39327,0.232,0.303,0.582,102.334,4
spotify:track:Q8HMdN52Ko5uol8luPrLPl,Track 285: Midnight,Happier Than Ever,"Eminem, Justin Bieber",11/16/21,472558,17,FALSE,bollywood_lover,2022-02-17T21:43:23Z,"pop,hip-hop,r&b,electronic",Saregama,0.734,0.642,3,-4.626,0,0.047,0.72274,0,0.206,0.811,182.862,3
spotify:track:HjLp7Y8al55C9KrJmdA8KD,Track 286: Golden,Happier Than Ever,"Post Malone, Bad Bunny",5/4/19,224176,15,TRUE,dj_mixer,2022-01-11T03:23:48Z,"pop,hip-hop,r&b,electronic",Aftermath,0.801,0.244,1,-11.394,1,0.051,0.09589,0.372,0.205,0.902,140.651,3
spotify:track:0jItnXZmM7fT8qEf0nCkkn,Sukoon 287,Roja,"Sunidhi Chauhan, Arijit Singh, Flipperachi",3/15/16,61661,30,FALSE,music_streamer,2024-11-17T18:55:38Z,"hindi pop,bollywood,indie pop,desi pop",Universal Music India,0.837,0.557,3,-13.695,0,0.163,0.44413,0.075,0.851,0.776,53.684,4
spotify:track:mieZQkznvqS3x27QIOeSbJ,Tarang 288,Lagaan,"Prabh Deep, Flipperachi, Jubin Nautiyal",1/12/19,259738,2,FALSE,music_blogger,2024-11-22T23:28:58Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",YRF Music,0.518,0.55,5,-12.029,1,0.365,0.25986,0,0.854,0.681,145.857,3
spotify:track:Rde5Cs1r4otGofdOW76kH6,Track 289: Midnight,Midnights,"Post Malone, The Weeknd",1/13/25,148041,30,TRUE,,2022-03-11T19:45:04Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.251,0.281,2,-8.059,1,0.221,0.36893,0,0.246,0.108,186.865,4
spotify:track:D0oLwWCCSSkLc8irGEUIT3,Raah 290,Padmaavat,Nucleya,3/26/20,399399,66,FALSE,,2024-07-17T08:33:59Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Muve Music,0.506,0.603,7,-13.359,0,0.083,0.5998,0.184,0.116,0.914,111.212,4
spotify:track:BKViXyi34pySxmi7pjNgxv,Tarang 291,RRR,"Prabh Deep, Sachin-Jigar",3/13/25,262667,83,FALSE,desi_hip_hop_fan,2020-11-15T19:18:22Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",Universal Music India,0.816,0.641,0,-2.858,1,0.027,0.33145,0,0.011,0.191,169.094,5
spotify:track:zXCMrdGhBEVcWTJe85xOBS,Raag 292,Bhairava Dweepam,Nucleya,12/30/17,135472,18,TRUE,,2021-01-16T19:24:17Z,"bollywood,pop,desi,indie",Eros Entertainment,0.496,0.234,4,-14.843,0,0.078,0.56929,0,0.427,0.611,208.468,3
spotify:track:D85EeC3M807qI3YuPGPZKQ,Sur 293,Party All Night,Pritam,1/16/24,371348,99,TRUE,world_music_fan,2022-07-15T00:27:30Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Desi Beats,0.404,0.952,4,-8.515,1,0.021,0.59169,0.401,0.106,0.233,85.78,3
spotify:track:zufkD5et3BYjDb6ho2E7Kz,Track 294: Golden,Midnights,Justin Bieber,7/11/24,183266,36,TRUE,audiophile,2021-11-06T10:10:38Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.445,0.501,1,-13.691,0,0.318,0.00849,0.27,0.897,0.941,176.974,5
spotify:track:0Q4RPfktg9fca5W3ZEqsZe,Raah 295,Badrinath Ki Dulhania,Yo Yo Honey Singh,11/14/21,209131,17,TRUE,,2025-03-08T19:54:16Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",T-Series,0.318,0.821,8,-13.75,0,0.276,0.03203,0,0.695,0.829,107.4,5
spotify:track:CRcd2j9hSrutoDz5PPTsR3,Raag 296,Jigarthanda,"Asha Bhosle, R.D. Burman, Dabboo Malik",5/11/22,77739,46,TRUE,,2024-05-19T06:22:04Z,"indie pop,desi indie,alternative,experimental",Times Music,0.237,0.873,4,-9.936,1,0.185,0.96655,0.392,0.45,0.834,169.245,5
spotify:track:2uciFErmlcawvMugV8mjQ1,Tarang 297,Jigarthanda,"Shankar-Ehsaan-Loy, Yo Yo Honey Singh",5/6/23,324755,35,FALSE,,2025-12-05T18:39:59Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Times Music,0.659,0.548,11,-4.596,1,0.386,0.59098,0.145,0.045,0.399,115.174,5
spotify:track:nq30YPJyaonYoaceXH36b1,Track 298: Midnight,Happier Than Ever,Justin Bieber,3/21/23,476614,98,FALSE,music_blogger,2020-07-28T15:37:13Z,"pop,hip-hop,r&b,electronic",Aftermath,0.601,0.642,1,-3.882,1,0.224,0.32859,0,0.014,0.487,102.604,3
spotify:track:spkATwVr9QNejh67eVVqlV,Track 299: Golden,Midnights,Billie Eilish,10/14/18,123669,64,FALSE,,2025-09-23T03:30:42Z,"pop,hip-hop,r&b,electronic",Saregama,0.661,0.828,5,-4.743,1,0.071,0.8066,0.273,0.725,0.92,149.255,3
spotify:track:vvyUgFYnlNVUe9oO4EVyNm,Track 300: Midnight,Happier Than Ever,Drake,6/21/15,79073,57,TRUE,discover_weekly,2020-01-16T18:22:01Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.941,0.947,10,-10.597,0,0.388,0.86201,0,0.595,0.605,68.639,3
spotify:track:HAcg6P9RY9r088wETzbrlf,Raag 301,Jigarthanda,"Jubin Nautiyal, Anirudh Ravichander, Raftaar",7/16/16,335227,77,TRUE,,2024-01-24T03:06:16Z,"indie pop,desi indie,alternative,experimental",Outlaw Productions,0.776,0.455,1,-12.626,0,0.233,0.07884,0.025,0.841,0.595,136.609,3
spotify:track:t2fuTif6a3cYzgj63pul4R,Track 302: Electric,Certified Lover Boy,"Lady Gaga, Eminem",3/1/16,390741,2,FALSE,music_fan_india,2022-06-13T23:45:08Z,"pop,hip-hop,r&b,electronic",Interscope Records,0.327,0.966,10,-8.374,1,0.002,0.52298,0,0.493,0.314,118.756,5
spotify:track:qM3RpLahKUQJYJ7pSopcey,Tarang 303,Jab Tak Hai Jaan,Arijit Singh,10/28/25,174365,35,TRUE,playlist_curator,2020-01-12T20:13:45Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Muve Music,0.283,0.757,6,-13.61,0,0.179,0.14699,0,0.869,0.393,115.78,5
spotify:track:1PE6BpAjWZUGmgrrkVDVeC,Tarang 304,Chaleya,"Big Dhamma, Sachin-Jigar",5/26/18,397772,28,FALSE,discover_weekly,2022-04-02T22:55:17Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Universal Music India,0.83,0.971,4,-12.914,0,0.175,0.13349,0.391,0.385,0.988,138.279,5
spotify:track:1Gtzd7g3pp751J55M8a7uQ,Track 305: Golden,Certified Lover Boy,Taylor Swift,3/18/21,280057,72,FALSE,playlist_curator,2020-01-06T15:12:11Z,"pop,hip-hop,r&b,electronic",Bad Boy Records,0.281,0.445,6,-11.735,1,0.234,0.62885,0.335,0.096,0.525,81.403,3
spotify:track:7beJizcCHTg9ISnnwcaKhr,Raag 306,RRR,"Stebin Ben, Kaam Bhaari",8/8/21,295844,26,TRUE,audiophile,2023-10-27T07:39:07Z,"hindi pop,bollywood,indie pop,desi pop",Eros Entertainment,0.27,0.4,9,-8.02,0,0.018,0.689,0,0.926,0.541,208.761,4
spotify:track:aR5UIkT8JPlYoclZmsdBMb,Track 307: Midnight,Certified Lover Boy,Billie Eilish,2/20/23,439616,26,FALSE,playlist_curator,2023-05-12T21:27:09Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.716,0.867,2,-8.842,0,0.069,0.03513,0.088,0.109,0.788,83.886,3
spotify:track:ZKOnBkZBtL5XZmsVCfKXhd,Raag 308,Bombay,"Vishal-Shekhar, Pritam",4/7/23,427142,68,TRUE,desi_hip_hop_fan,2025-05-17T12:58:41Z,"remixes,edm,desi house,electronic",Eros Entertainment,0.635,0.79,2,-14.313,0,0.216,0.2318,0,0.508,0.646,191.507,3
spotify:track:IZcEZiWRfjBANeVCQ9ucab,Sukoon 309,Padmaavat,Jubin Nautiyal,6/16/22,422221,3,TRUE,,2020-12-08T10:10:48Z,"arabic hip hop,khaleeji,desi,desert pop",Saregama India Ltd,0.757,0.71,1,-13.926,0,0.192,0.80537,0.219,0.057,0.668,204.983,3
spotify:track:jHjPHrGVjZrMcxcAbLaqpv,Track 310: Golden,Certified Lover Boy,"Post Malone, Dua Lipa",10/30/18,106498,46,FALSE,playlist_curator,2025-12-11T04:25:24Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.622,0.389,2,-4.63,0,0.396,0.36957,0.024,0.822,0.807,110.052,3
spotify:track:IMWbMN65ldqchyZhIGaMq1,Khwab 311,Party All Night,Kaam Bhaari,12/27/16,347035,60,FALSE,music_blogger,2022-10-16T16:12:24Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Universal Music India,0.739,0.35,10,-14.166,1,0.097,0.673,0.071,0.619,0.366,77.339,5
spotify:track:wSGntWf2Ys8yvUU1czoPvQ,Tarang 312,Yo Yo Honey Singh Is Back,"Neha Kakkar, R.D. Burman, Pritam",4/18/18,160491,93,TRUE,desi_hip_hop_fan,2020-12-12T15:24:19Z,"hindi pop,bollywood,indie pop,desi pop",Mudi Music,0.508,0.424,4,-8.331,0,0.309,0.73078,0,0.83,0.348,166.079,3
spotify:track:o4mVwZptRynigfLGSWHLmK,Dil 313,Dil Se,"Kaavish, Jubin Nautiyal, Raftaar",1/28/22,415877,25,FALSE,playlist_curator,2022-06-06T04:25:41Z,"bollywood,pop,desi,indie",Outlaw Productions,0.442,0.381,6,-3.887,0,0.382,0.91813,0.306,0.758,0.395,112.295,4
spotify:track:lY9bgWghL5pxDRqr8hSzaM,Track 314: Electric,Certified Lover Boy,"Beyoncé, Eminem",5/25/17,265395,47,FALSE,,2021-07-02T01:04:19Z,"pop,hip-hop,r&b,electronic",Epic Records,0.653,0.847,8,-6.689,1,0.044,0.29224,0.116,0.343,0.124,72.287,4
spotify:track:uepcUTiH6cwbXo6A7UGfUA,Sur 315,Thuppaki Munai,"Pritam, Tanishk Bagchi, Nucleya",6/29/24,69420,5,TRUE,,2020-08-14T16:56:13Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Universal Music India,0.471,0.518,9,-13.851,0,0.155,0.68491,0,0.1,0.258,84.977,4
spotify:track:AI3M9Zs7hsIX9Wvo14TGzn,Sur 316,Chennai Express,"Nucleya, Shankar-Ehsaan-Loy",3/27/22,256242,78,TRUE,dj_mixer,2020-08-06T03:42:23Z,"ghazal,sufi,classical,devotional,qawwali",Saregama India Ltd,0.539,0.755,9,-4.311,1,0.397,0.58084,0.032,0.286,0.264,52.524,4
spotify:track:Y1OZNVUPV0fGjWJNJjJsV3,Track 317: Neon,Certified Lover Boy,Dua Lipa,5/21/21,384420,24,TRUE,music_blogger,2022-02-18T03:11:53Z,"pop,hip-hop,r&b,electronic",Saregama,0.785,0.855,4,-4.853,1,0.162,0.55985,0.469,0.622,0.121,139.265,3
spotify:track:Ut6SGnPLwp6i3UZ8Z373hi,Dil 318,RRR,Yung Raj,10/18/22,356887,78,FALSE,desi_hip_hop_fan,2023-10-30T00:35:51Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Mudi Music,0.837,0.318,9,-5.08,0,0.174,0.26604,0.392,0.573,0.41,150.856,3
spotify:track:tu5h0WyjKV0q30ZkUaPFL4,Raah 319,Besharam Rang,"Flipperachi, Shashwat Sachdev",5/14/19,92823,7,TRUE,producer,2024-05-04T16:12:04Z,"indie pop,desi indie,alternative,experimental",Outlaw Productions,0.261,0.355,9,-10.647,0,0.019,0.06622,0.264,0.08,0.667,61.706,5
spotify:track:iTnrbEBrkSBiy1PKvIf2SZ,Sur 320,Chaleya,"R.D. Burman, Shankar-Ehsaan-Loy",5/7/25,261574,6,TRUE,discover_weekly,2020-09-30T08:01:25Z,"arabic hip hop,khaleeji,desi,desert pop",Universal Music India,0.902,0.74,4,-14.127,0,0.079,0.45387,0,0.954,0.383,164.387,3
spotify:track:94QekxnAZ8tCH8xlB3HtKT,Dil 321,Gully Boy,"Shashwat Sachdev, Yung Raj",11/21/16,363461,41,TRUE,,2021-07-30T12:18:32Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",YRF Music,0.232,0.854,6,-11.42,0,0.095,0.20489,0,0.398,0.581,198.429,4
spotify:track:kfEYHlMq5AJvZWQBU1oYph,Track 322: Electric,Midnights,"Kendrick Lamar, Eminem",10/11/20,152912,69,FALSE,,2024-07-30T00:21:14Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.629,0.56,11,-14.702,1,0.161,0.92711,0.059,0.7,0.462,200.111,3
